Region,Atmospheric Condition,Area,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Gender,Injury Severity
West,Clear,Rural,Minor Arterial,34,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Rural,Minor Arterial,41,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,6,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,21,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,24,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,24,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,26,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,29,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,34,Yes,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,38,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,46,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,57,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,65,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,69,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,75,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,83,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Clear,Rural,Minor Arterial,25,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Minor Arterial,42,No,Driver of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Minor Arterial,59,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Minor Arterial,61,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Clear,Urban,Minor Arterial,67,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Minor Arterial,32,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
West,Clear,Rural,Minor Arterial,55,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
West,Clear,Rural,Minor Arterial,40,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,48,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,64,Unknown,Pedestrian,Unknown,Female,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,18,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
West,Clear,Urban,Minor Arterial,21,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
West,Clear,Urban,Minor Arterial,23,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
West,Clear,Urban,Minor Arterial,23,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
West,Clear,Rural,Minor Arterial,0,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Rural,Minor Arterial,4,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Rural,Minor Arterial,4,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Rural,Minor Arterial,29,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Rural,Minor Arterial,45,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Rural,Minor Arterial,51,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Urban,Minor Arterial,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Urban,Minor Arterial,26,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Urban,Minor Arterial,43,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Urban,Minor Arterial,52,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Clear,Rural,Minor Arterial,19,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Clear,Urban,Minor Arterial,23,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Minor Arterial,2,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
West,Clear,Rural,Minor Arterial,44,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
West,Clear,Urban,Minor Arterial,16,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
West,Clear,Urban,Minor Arterial,19,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
West,Clear,Rural,Minor Arterial,12,No,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,18,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,22,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,46,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,19,Yes,Pedestrian,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,41,Yes,Pedestrian,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,48,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,55,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,79,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,16,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Clear,Rural,Minor Arterial,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Clear,Rural,Minor Arterial,17,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Clear,Urban,Minor Arterial,22,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Clear,Urban,Minor Arterial,26,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Clear,Urban,Minor Arterial,37,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Clear,Rural,Minor Arterial,2,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Clear,Rural,Minor Arterial,48,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,2,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,21,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,43,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,46,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,63,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,75,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Clear,Rural,Minor Arterial,12,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Minor Arterial,14,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Minor Arterial,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Minor Arterial,26,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Clear,Urban,Minor Arterial,16,Unknown,Pedestrian,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Clear,Urban,Minor Arterial,13,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
West,Clear,Rural,Minor Arterial,26,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,42,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,69,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,27,Unknown,Pedestrian,Unknown,Female,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,34,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
West,Clear,Rural,Minor Arterial,26,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
West,Clear,Rural,Minor Arterial,17,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,30,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,38,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,39,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,62,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,21,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,25,Yes,Pedestrian,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,28,Yes,Pedestrian,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,54,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,56,Unknown,Pedestrian,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,59,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,63,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,66,No,Pedestrian,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,71,Yes,Pedestrian,Unknown,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,86,No,Bicyclist,Unknown,Male,Fatal Injury (K)
West,Clear,Rural,Minor Arterial,21,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Clear,Rural,Minor Arterial,55,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Clear,Urban,Minor Arterial,46,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Clear,Urban,Minor Arterial,33,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Clear,Urban,Minor Arterial,61,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Clear,Rural,Minor Arterial,10,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Minor Arterial,33,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Clear,Rural,Minor Arterial,37,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
West,Clear,Urban,Minor Arterial,60,Yes,Driver of a Motor Vehicle In-Transport,Yes,Female,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,52,No,Driver of a Motor Vehicle In-Transport,Yes,Female,No Injury (O)
West,Clear,Rural,Minor Arterial,30,No,Pedestrian,Yes,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,22,No,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,36,Yes,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,65,Unknown,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
West,Clear,Urban,Minor Arterial,21,No,Driver of a Motor Vehicle In-Transport,Yes,Male,No Injury (O)
Midwest,Cloudy,Rural,Minor Arterial,5,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Incapacitating Injury (A)
Midwest,Cloudy,Rural,Minor Arterial,14,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,No Injury (O)
Midwest,Cloudy,Urban,Minor Arterial,74,No,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
Midwest,Cloudy,Urban,Minor Arterial,46,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,Possible Injury (C)
Midwest,Cloudy,Rural,Minor Arterial,77,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Midwest,Cloudy,Urban,Minor Arterial,20,No,Persons on Personal Conveyances,No,Male,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,12,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
Midwest,Cloudy,Rural,Minor Arterial,24,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
Midwest,Cloudy,Rural,Minor Arterial,56,No,Driver of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
Midwest,Cloudy,Rural,Minor Arterial,48,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
Midwest,Cloudy,Rural,Minor Arterial,55,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
Midwest,Cloudy,Rural,Minor Arterial,59,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
Midwest,Cloudy,Urban,Minor Arterial,38,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
Midwest,Cloudy,Rural,Minor Arterial,52,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
Midwest,Cloudy,Urban,Minor Arterial,53,No,Driver of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
Midwest,Cloudy,Rural,Minor Arterial,7,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,10,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,20,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Cloudy,Urban,Minor Arterial,31,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Cloudy,Urban,Minor Arterial,90,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,59,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
Midwest,Cloudy,Urban,Minor Arterial,49,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
Midwest,Cloudy,Urban,Minor Arterial,91,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
Midwest,Cloudy,Rural,Minor Arterial,5,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,18,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,18,No,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,24,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,28,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,53,No,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,57,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Urban,Minor Arterial,45,No,Pedestrian,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,18,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Cloudy,Rural,Minor Arterial,39,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Cloudy,Urban,Minor Arterial,35,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Cloudy,Rural,Minor Arterial,53,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Midwest,Cloudy,Urban,Minor Arterial,19,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Midwest,Cloudy,Urban,Minor Arterial,31,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Midwest,Cloudy,Rural,Minor Arterial,36,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
Midwest,Cloudy,Rural,Minor Arterial,45,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
Midwest,Cloudy,Rural,Minor Arterial,33,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
Midwest,Cloudy,Urban,Minor Arterial,69,No,Pedestrian,Unknown,Female,Fatal Injury (K)
Midwest,Cloudy,Urban,Minor Arterial,52,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
Midwest,Cloudy,Rural,Minor Arterial,63,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,69,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Rural,Minor Arterial,93,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Urban,Minor Arterial,50,Yes,Pedestrian,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Urban,Minor Arterial,72,No,Pedestrian,Unknown,Male,Fatal Injury (K)
Midwest,Cloudy,Urban,Minor Arterial,19,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Midwest,Cloudy,Urban,Minor Arterial,35,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Midwest,Cloudy,Urban,Minor Arterial,51,No,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
Northeast,Cloudy,Rural,Minor Arterial,80,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
Northeast,Cloudy,Urban,Minor Arterial,75,Unknown,Pedestrian,No,Female,Fatal Injury (K)
Northeast,Cloudy,Rural,Minor Arterial,78,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Incapacitating Injury (A)
Northeast,Cloudy,Urban,Minor Arterial,54,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
Northeast,Cloudy,Urban,Minor Arterial,18,No,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Cloudy,Rural,Minor Arterial,50,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Northeast,Cloudy,Rural,Minor Arterial,46,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Cloudy,Urban,Minor Arterial,14,No,Pedestrian,Unknown,Male,Fatal Injury (K)
Northeast,Cloudy,Urban,Minor Arterial,25,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Cloudy,Urban,Minor Arterial,42,Unknown,Pedestrian,Unknown,Male,Fatal Injury (K)
Northeast,Cloudy,Urban,Minor Arterial,51,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Cloudy,Urban,Minor Arterial,73,No,Bicyclist,Unknown,Male,Fatal Injury (K)
Northeast,Cloudy,Rural,Minor Arterial,87,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Northeast,Cloudy,Urban,Minor Arterial,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Northeast,Cloudy,Urban,Minor Arterial,27,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Northeast,Cloudy,Rural,Minor Arterial,39,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
Northeast,Cloudy,Urban,Minor Arterial,3,Unknown,Occupant of a Motor Vehicle Not In- Transport,Unknown,Male,Possible Injury (C)
Northeast,Cloudy,Rural,Minor Arterial,51,Yes,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
Northeast,Cloudy,Rural,Minor Arterial,43,Unknown,Driver of a Motor Vehicle In-Transport,Yes,Male,No Injury (O)
South,Cloudy,Rural,Minor Arterial,54,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
South,Cloudy,Rural,Minor Arterial,61,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
South,Cloudy,Rural,Minor Arterial,30,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,25,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,28,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,76,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,77,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Rural,Minor Arterial,61,No,Driver of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
South,Cloudy,Urban,Minor Arterial,31,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
South,Cloudy,Urban,Minor Arterial,46,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
South,Cloudy,Rural,Minor Arterial,77,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Cloudy,Rural,Minor Arterial,0,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Cloudy,Rural,Minor Arterial,12,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Cloudy,Urban,Minor Arterial,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Cloudy,Urban,Minor Arterial,24,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Cloudy,Urban,Minor Arterial,60,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Cloudy,Rural,Minor Arterial,80,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Cloudy,Rural,Minor Arterial,8,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
South,Cloudy,Rural,Minor Arterial,33,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
South,Cloudy,Urban,Minor Arterial,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
South,Cloudy,Rural,Minor Arterial,43,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Rural,Minor Arterial,66,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Rural,Minor Arterial,75,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,36,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,38,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,49,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,52,Unknown,Pedestrian,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,62,Unknown,Pedestrian,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,69,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Minor Arterial,21,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Cloudy,Rural,Minor Arterial,33,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Rural,Minor Arterial,49,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Minor Arterial,16,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Minor Arterial,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Minor Arterial,18,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Minor Arterial,23,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Minor Arterial,25,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Minor Arterial,25,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Minor Arterial,48,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Rural,Minor Arterial,40,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Cloudy,Rural,Minor Arterial,51,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Cloudy,Rural,Minor Arterial,35,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Cloudy,Rural,Minor Arterial,45,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Cloudy,Urban,Minor Arterial,44,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
